Recensement agricole 2020; ; ; ; ; ; ; 
Référentiel géographique : France  par Commune 2020; ; ; ; ; ; ; 
Code;Libellé;Nombre d’exploitations avec des vaches laitières, 2020;Nombre d’exploitations avec des vaches laitières, 2020 - estimation (*=oui);Nombre moyen de vaches nourrices par exploitation, 2020;Nombre moyen de vaches nourrices par exploitation, 2020 - estimation (*=oui);Nombre moyen de vaches laitières par exploitation, 2020;Nombre moyen de vaches laitières par exploitation, 2020 - estimation (*=oui);Nombre de vaches laitières, 2020;Nombre de vaches laitières, 2020 - estimation (*=oui);Nombre de vaches nourrices, 2020;Nombre de vaches nourrices, 2020 - estimation (*=oui);Nombre d’exploitations avec des vaches nourrices, 2020;Nombre d’exploitations avec des vaches nourrices, 2020 - estimation (*=oui)
49160;Ingrandes-Le Fresne sur Loire;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
49161;La Jaille-Yvon;N/A - secret statistique;;66;;N/A - secret statistique;;N/A - secret statistique;;330;;5;
49163;Jarzé Villages;7;;58;;72;;507;;464;;8;
49167;Les Garennes sur Loire;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
49170;Juvardeil;6;;79;;60;;357;;475;;6;
49171;La Lande-Chasles;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
49174;Huillé-Lézigné;5;;25;;63;;316;;101;;4;
49176;Le Lion-d'Angers;16;;43;;70;;1112;;736;;17;
49178;Loiré;7;;69;;104;;725;;827;;12;
49180;Longué-Jumelles;9;;24;;73;;655;;387;;16;
49182;Louresse-Rochemenier;3;;N/A - secret statistique;;69;;208;;N/A - secret statistique;;N/A - secret statistique;
49183;Val d'Erdre-Auxence;31;;56;;61;;1894;;2641;;47;
49188;Marcé;6;;41;;55;;331;;287;;7;
49192;Maulévrier;7;;72;;88;;616;;1001;;14;
49193;Le May-sur-Èvre;16;;52;;67;;1072;;1239;;24;
49194;Mazé-Milon;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
49195;Mazières-en-Mauges;3;;47;;47;;141;;372;;8;
49200;Longuenée-en-Anjou;20;;26;;69;;1381;;343;;13;
49201;La Ménitré;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
49205;Miré;9;;N/A - secret statistique;;100;;903;;N/A - secret statistique;;N/A - secret statistique;
49209;Montigné-lès-Rairies;3;;N/A - secret statistique;;63;;189;;N/A - secret statistique;;N/A - secret statistique;
49211;Montilliers;8;;51;;52;;417;;614;;12;
49214;Montreuil-Juigné;4;;N/A - secret statistique;;36;;144;;N/A - secret statistique;;N/A - secret statistique;
49215;Montreuil-Bellay;N/A - secret statistique;;30;;N/A - secret statistique;;N/A - secret statistique;;212;;7;
49216;Montreuil-sur-Loir;N/A - secret statistique;;62;;N/A - secret statistique;;N/A - secret statistique;;185;;3;
49217;Montreuil-sur-Maine;3;;42;;81;;243;;169;;4;
49218;Montrevault-sur-Èvre;72;;49;;65;;4709;;5396;;110;
49219;Montsoreau;0;;0;;0;;0;;0;;0;
49220;Morannes sur Sarthe-Daumeray;11;;56;;55;;604;;1123;;20;
49221;Mouliherne;N/A - secret statistique;;28;;N/A - secret statistique;;N/A - secret statistique;;83;;3;
49222;Mozé-sur-Louet;6;;39;;69;;413;;194;;5;
49223;Mûrs-Erigné;N/A - secret statistique;;84;;N/A - secret statistique;;N/A - secret statistique;;419;;5;
49224;Neuillé;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
49228;Noyant-Villages;40;;37;;69;;2773;;1207;;33;
49231;Nuaillé;N/A - secret statistique;;60;;N/A - secret statistique;;N/A - secret statistique;;179;;3;
49235;Parnay;0;;0;;0;;0;;0;;0;
49236;Passavant-sur-Layon;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
49237;La Pellerine;0;;0;;0;;0;;0;;0;
49240;La Plaine;5;;52;;41;;206;;464;;9;
49241;Le Plessis-Grammoire;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
49244;Mauges-sur-Loire;59;;48;;70;;4109;;3774;;79;
49246;Les Ponts-de-Cé;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
49247;La Possonnière;4;;41;;101;;403;;122;;3;
49248;Ombrée d'Anjou;69;;40;;72;;4971;;2205;;55;
49253;Le Puy-Notre-Dame;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
49257;Les Rairies;0;;0;;0;;0;;0;;0;
49259;Rochefort-sur-Loire;6;;N/A - secret statistique;;67;;403;;N/A - secret statistique;;N/A - secret statistique;
49260;La Romagne;N/A - secret statistique;;73;;N/A - secret statistique;;N/A - secret statistique;;807;;11;
49261;Gennes-Val-de-Loire;3;;24;;41;;122;;192;;8;
49262;Rou-Marson;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
49266;Saint-Augustin-des-Bois;4;;55;;45;;180;;988;;18;
49267;Saint-Barthélemy-d'Anjou;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
49269;Saint-Christophe-du-Bois;7;;58;;33;;233;;696;;12;
49271;Saint-Clément-de-la-Place;12;;41;;57;;685;;571;;14;
49272;Saint-Clément-des-Levées;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
49278;Sainte-Gemmes-sur-Loire;0;;0;;0;;0;;0;;0;
49283;Saint-Georges-sur-Loire;3;;41;;106;;317;;486;;12;
49284;Saint-Germain-des-Prés;4;;88;;119;;476;;525;;6;
49288;Saint-Jean-de-la-Croix;0;;0;;0;;0;;0;;0;
49291;Saint-Just-sur-Dive;0;;0;;0;;0;;0;;0;
49292;Val-du-Layon;3;;48;;48;;143;;240;;5;
49294;Saint-Lambert-la-Potherie;N/A - secret statistique;;54;;N/A - secret statistique;;N/A - secret statistique;;215;;4;
49298;Saint-Léger-de-Linières;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*
49299;Saint-Léger-sous-Cholet;5;;46;;92;;460;;184;;4;
49301;Sèvremoine;47;;62;;52;;2459;;7908;;127;
49302;Saint-Macaire-du-Bois;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
49306;Saint-Martin-du-Fouilloux;N/A - secret statistique;;64;;N/A - secret statistique;;N/A - secret statistique;;192;;3;
49307;Loire-Authion;7;;30;;77;;540;;329;;11;
49308;Saint-Melaine-sur-Aubance;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
49310;Saint-Paul-du-Bois;6;;49;;78;;467;;593;;12;
49311;Saint-Philbert-du-Peuple;0;;16;;0;;0;;48;;3;
49321;Saint-Sigismond;N/A - secret statistique;;59;;N/A - secret statistique;;N/A - secret statistique;;177;;3;
49323;Verrières-en-Anjou;3;*;32;*;41;*;122;*;189;*;6;*
49326;Sarrigné;0;;0;;0;;0;;0;;0;
49328;Saumur;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
49329;Savennières;3;;25;;72;;215;;124;;5;
49330;Sceaux-d'Anjou;N/A - secret statistique;;44;;N/A - secret statistique;;N/A - secret statistique;;220;;5;
49331;Segré-en-Anjou Bleu;87;;38;;68;;5906;;3586;;95;
49332;La Séguinière;7;;69;;97;;678;;970;;14;
49333;Seiches-sur-le-Loir;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
49334;Sermaise;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
49336;Somloire;9;;64;;71;;636;;1334;;21;
49338;Soulaines-sur-Aubance;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
49339;Soulaire-et-Bourg;3;;40;;81;;244;;119;;3;
49341;Souzay-Champigny;0;;0;;0;;0;;0;;0;
49343;La Tessoualle;5;;60;;73;;367;;599;;10;
49344;Thorigné-d'Anjou;3;;43;;94;;281;;302;;7;
49345;Bellevigne-en-Layon;13;;30;;78;;1010;;362;;12;
49347;Tiercé;6;;48;;70;;421;;528;;11;
49352;Toutlemonde;8;;59;;76;;611;;469;;8;
49353;Trélazé;N/A - secret statistique;*;0;*;N/A - secret statistique;*;N/A - secret statistique;*;0;*;0;*
49355;Trémentines;13;;53;;59;;763;;474;;9;
49358;Turquant;0;;0;;0;;0;;0;;0;
49359;Les Ulmes;0;;0;;0;;0;;0;;0;
49361;Varennes-sur-Loire;3;;29;;44;;132;;117;;4;
49362;Varrains;0;;0;;0;;0;;0;;0;
49364;Vaudelnay;N/A - secret statistique;;49;;N/A - secret statistique;;N/A - secret statistique;;195;;4;
49367;Erdre-en-Anjou;25;;67;;58;;1440;;2491;;37;
49368;Vernantes;3;;17;;36;;108;;86;;5;
49369;Vernoil-le-Fourrier;N/A - secret statistique;;29;;N/A - secret statistique;;N/A - secret statistique;;144;;5;
49370;Verrie;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
49371;Vezins;8;;55;;35;;281;;273;;5;
49373;Lys-Haut-Layon;32;;49;;68;;2172;;3365;;69;
49374;Villebernier;0;;0;;0;;0;;0;;0;
49377;Rives-du-Loir-en-Anjou;N/A - secret statistique;;37;;N/A - secret statistique;;N/A - secret statistique;;259;;7;
49378;Vivy;4;;N/A - secret statistique;;78;;310;;N/A - secret statistique;;N/A - secret statistique;
49381;Yzernay;9;;55;;66;;596;;879;;16;
50002;Agneaux;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
50003;Agon-Coutainville;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
50004;Airel;5;;19;;112;;559;;96;;5;
50006;Amigny;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
50008;Anctoville-sur-Boscq;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50013;Anneville-en-Saire;0;;8;;0;;0;;23;;3;
50015;Annoville;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
50016;Appeville;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50019;Aucey-la-Plaine;4;;N/A - secret statistique;;73;;291;;N/A - secret statistique;;N/A - secret statistique;
50021;Audouville-la-Hubert;N/A - secret statistique;;39;;N/A - secret statistique;;N/A - secret statistique;;155;;4;
50022;Aumeville-Lestre;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
50023;Auvers;11;;19;;82;;899;;94;;5;
50024;Auxais;7;;7;;58;;406;;28;;4;
50025;Avranches;0;;7;;0;;0;;21;;3;
50026;Azeville;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
50027;Bacilly;17;;8;;71;;1209;;56;;7;
50028;La Baleine;0;;19;;0;;0;;56;;3;
50029;Barenton;17;;29;;68;;1152;;648;;22;
50030;Barfleur;0;;0;;0;;0;;0;;0;
50031;Barneville-Carteret;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
50032;La Barre-de-Semilly;3;;N/A - secret statistique;;61;;184;;N/A - secret statistique;;N/A - secret statistique;
50033;Baubigny;4;;N/A - secret statistique;;31;;122;;N/A - secret statistique;;N/A - secret statistique;
50034;Baudre;3;;N/A - secret statistique;;30;;90;;N/A - secret statistique;;N/A - secret statistique;
50036;Baupte;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50038;Beauchamps;N/A - secret statistique;;13;;N/A - secret statistique;;N/A - secret statistique;;63;;5;
50039;Beaucoudray;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
50040;Beauficel;6;;16;;100;;601;;129;;8;
50041;La Hague;54;;27;;92;;4982;;1558;;58;
50042;Beauvoir;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50044;Belval;N/A - secret statistique;;9;;N/A - secret statistique;;N/A - secret statistique;;65;;7;
50045;Benoîtville;5;;N/A - secret statistique;;133;;663;;N/A - secret statistique;;N/A - secret statistique;
50046;Bérigny;11;;12;;75;;824;;69;;6;
50048;Beslon;9;;23;;77;;693;;277;;12;
50049;Besneville;10;;29;;86;;858;;172;;6;
50050;Beuvrigny;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50052;Beuzeville-la-Bastille;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
50054;Biéville;5;;N/A - secret statistique;;73;;366;;N/A - secret statistique;;N/A - secret statistique;
50055;Biniville;4;;N/A - secret statistique;;113;;453;;N/A - secret statistique;;N/A - secret statistique;
50058;Blainville-sur-Mer;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50059;Blosville;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50060;La Bloutière;5;;17;;98;;489;;118;;7;
50062;Boisyvon;4;;33;;85;;340;;163;;5;
50064;La Bonneville;5;*;N/A - secret statistique;*;69;*;344;*;N/A - secret statistique;*;N/A - secret statistique;*
50066;Jullouville;3;;25;;137;;412;;123;;5;
50069;Bourguenolles;4;;8;;63;;252;;39;;5;
50070;Boutteville;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50072;Brainville;3;;N/A - secret statistique;;101;;304;;N/A - secret statistique;;N/A - secret statistique;
50074;Brécey;13;;9;;74;;963;;75;;8;
50076;Bréhal;0;;5;;0;;0;;14;;3;
50077;Bretteville;N/A - secret statistique;;18;;N/A - secret statistique;;N/A - secret statistique;;70;;4;
50078;Bretteville-sur-Ay;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50079;Breuville;7;;28;;90;;630;;138;;5;
50081;Bréville-sur-Mer;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50082;Bricquebec-en-Cotentin;26;;24;;94;;2450;;730;;31;
50083;Bricquebosq;7;;27;;90;;631;;109;;4;
50084;Bricqueville-la-Blouette;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50085;Bricqueville-sur-Mer;4;;11;;84;;335;;32;;3;
50086;Brillevast;5;;16;;57;;285;;97;;6;
50087;Brix;4;;15;;95;;381;;242;;16;
50088;Brouains;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
50090;Buais-Les-Monts;16;;18;;64;;1019;;264;;15;
50092;Cambernon;17;;13;;63;;1068;;116;;9;
50093;Cametours;5;;N/A - secret statistique;;88;;439;;N/A - secret statistique;;3;
50094;Camprond;3;;15;;81;;244;;46;;3;
50095;Canisy;8;;17;;124;;995;;187;;11;
50096;Canteloup;3;;N/A - secret statistique;;47;;141;;N/A - secret statistique;;N/A - secret statistique;
50097;Canville-la-Rocque;N/A - secret statistique;*;0;*;N/A - secret statistique;*;N/A - secret statistique;*;0;*;0;*
50098;Carantilly;6;;15;;95;;569;;45;;3;
50099;Carentan-les-Marais;40;;31;;90;;3596;;1265;;41;
50101;Carneville;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50102;Carolles;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
50105;Catteville;4;;N/A - secret statistique;;77;;306;;N/A - secret statistique;;3;
50106;Cavigny;5;;N/A - secret statistique;;78;;390;;N/A - secret statistique;;N/A - secret statistique;
50108;Céaux;3;;N/A - secret statistique;;76;;227;;N/A - secret statistique;;N/A - secret statistique;
50109;Cérences;16;;37;;80;;1285;;335;;9;
50110;Cerisy-la-Forêt;7;;14;;81;;565;;142;;10;
50111;Cerisy-la-Salle;9;;21;;98;;884;;167;;8;
50112;La Chaise-Baudouin;9;;18;;99;;894;;200;;11;
50115;Le Grippon;8;;3;;73;;581;;18;;6;
50117;Champeaux;N/A - secret statistique;;15;;N/A - secret statistique;;N/A - secret statistique;;60;;4;
50118;Champrepus;5;;5;;75;;373;;15;;3;
50120;Chanteloup;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50121;La Chapelle-Cécelin;N/A - secret statistique;;6;;N/A - secret statistique;;N/A - secret statistique;;17;;3;
50124;La Chapelle-Urée;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50126;Chavoy;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50129;Cherbourg-en-Cotentin;9;;6;;73;;656;;44;;8;
50130;Chérencé-le-Héron;4;;16;;43;;172;;110;;7;
50135;Clitourps;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50137;La Colombe;12;;11;;120;;1438;;75;;7;
50138;Colomby;6;;25;;102;;609;;101;;4;
50139;Condé-sur-Vire;22;;15;;101;;2217;;232;;16;
50142;Vicq-sur-Mer;7;;21;;90;;627;;82;;4;
50143;Coudeville-sur-Mer;N/A - secret statistique;;12;;N/A - secret statistique;;N/A - secret statistique;;37;;3;
50144;Coulouvray-Boisbenâtre;10;;17;;94;;939;;251;;15;
50145;Courcy;6;;9;;60;;361;;51;;6;
50146;Courtils;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50147;Coutances;4;;N/A - secret statistique;;52;;209;;N/A - secret statistique;;N/A - secret statistique;
50148;Couvains;9;;36;;104;;936;;142;;4;
50149;Couville;6;;N/A - secret statistique;;114;;683;;N/A - secret statistique;;N/A - secret statistique;
50150;Crasville;4;;20;;76;;303;;59;;3;
50151;Créances;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
50152;Les Cresnays;10;;7;;86;;855;;36;;5;
50155;Crollon;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50156;Crosville-sur-Douve;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50158;Cuves;8;;N/A - secret statistique;;84;;675;;N/A - secret statistique;;N/A - secret statistique;
50159;Dangy;N/A - secret statistique;;34;;N/A - secret statistique;;N/A - secret statistique;;172;;5;
50161;Le Dézert;8;;15;;91;;724;;61;;4;
50162;Digosville;5;;N/A - secret statistique;;67;;336;;N/A - secret statistique;;N/A - secret statistique;
50164;Domjean;7;;14;;92;;647;;111;;8;
50165;Donville-les-Bains;0;;0;;0;;0;;0;;0;
50166;Doville;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50167;Dragey-Ronthon;7;;25;;85;;595;;99;;4;
50168;Ducey-Les Chéris;9;;N/A - secret statistique;;79;;713;;N/A - secret statistique;;3;
50169;Écausseville;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50172;Émondeville;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50174;Équilly;3;;12;;86;;258;;46;;4;
50175;Éroudeville;3;;20;;163;;489;;59;;3;
50176;L'Étang-Bertrand;3;;N/A - secret statistique;;92;;277;;N/A - secret statistique;;N/A - secret statistique;
50177;Étienville;4;;19;;106;;425;;56;;3;
50178;Fermanville;N/A - secret statistique;*;3;*;N/A - secret statistique;*;N/A - secret statistique;*;9;*;3;*
50181;Feugères;5;;N/A - secret statistique;;95;;474;;N/A - secret statistique;;N/A - secret statistique;
50182;La Feuillie;4;;N/A - secret statistique;;103;;410;;N/A - secret statistique;;3;
50183;Fierville-les-Mines;N/A - secret statistique;;31;;N/A - secret statistique;;N/A - secret statistique;;122;;4;
50184;Flamanville;4;;N/A - secret statistique;;75;;300;;N/A - secret statistique;;N/A - secret statistique;
50185;Fleury;6;;11;;117;;703;;53;;5;
50186;Flottemanville;5;;N/A - secret statistique;;145;;726;;N/A - secret statistique;;N/A - secret statistique;
50188;Folligny;7;;18;;60;;419;;123;;7;
50190;Fontenay-sur-Mer;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50192;Fourneaux;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50193;Le Fresne-Poret;12;;22;;80;;954;;202;;9;
50194;Fresville;5;;37;;98;;488;;146;;4;
50195;Gathemo;4;;14;;109;;434;;54;;4;
50196;Gatteville-le-Phare;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
50197;Gavray-sur-Sienne;15;;20;;76;;1133;;315;;16;
50198;Geffosses;7;;57;;97;;681;;344;;6;
50199;Genêts;0;;16;;0;;0;;48;;3;
50200;Ger;16;;15;;66;;1057;;322;;21;
50205;La Godefroy;N/A - secret statistique;;7;;N/A - secret statistique;;N/A - secret statistique;;20;;3;
50207;Golleville;7;;N/A - secret statistique;;55;;387;;N/A - secret statistique;;N/A - secret statistique;
50208;Gonfreville;4;;N/A - secret statistique;;87;;347;;N/A - secret statistique;;N/A - secret statistique;
50209;Gonneville-Le Theil;10;;17;;99;;994;;153;;9;
50210;Gorges;13;;28;;103;;1340;;166;;6;
50214;Gouvets;4;;14;;95;;381;;81;;6;
50215;Gouville-sur-Mer;10;;13;;80;;799;;102;;8;
50216;Graignes-Mesnil-Angot;6;;31;;59;;355;;341;;11;
50217;Le Grand-Celland;6;;13;;95;;569;;38;;3;
50218;Granville;N/A - secret statistique;;22;;N/A - secret statistique;;N/A - secret statistique;;65;;3;
50219;Gratot;5;;30;;79;;395;;151;;5;
50221;Grimesnil;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
50222;Grosville;12;;N/A - secret statistique;;117;;1406;;N/A - secret statistique;;3;
50225;Le Guislain;4;;12;;108;;432;;49;;4;
50227;Le Ham;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50228;Hambye;15;;13;;74;;1116;;214;;17;
50229;Hamelin;3;;N/A - secret statistique;;32;;95;;N/A - secret statistique;;N/A - secret statistique;
50230;Hardinvast;5;;N/A - secret statistique;;74;;369;;N/A - secret statistique;;N/A - secret statistique;
50231;Hauteville-sur-Mer;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
50232;Hauteville-la-Guichard;10;;27;;117;;1170;;163;;6;
50233;Hautteville-Bocage;3;;N/A - secret statistique;;47;;142;;N/A - secret statistique;;N/A - secret statistique;
50234;La Haye-Bellefond;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
50235;La Haye-d'Ectot;3;;16;;57;;171;;47;;3;
50236;La Haye;23;;22;;95;;2190;;283;;13;
50237;La Haye-Pesnel;N/A - secret statistique;;4;;N/A - secret statistique;;N/A - secret statistique;;11;;3;
50238;Héauville;5;;N/A - secret statistique;;141;;703;;N/A - secret statistique;;N/A - secret statistique;
50239;Thèreval;13;;9;;97;;1256;;102;;12;
50240;Helleville;6;;0;;96;;575;;0;;0;
50241;Hémevez;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50243;Heugueville-sur-Sienne;8;;13;;66;;527;;66;;5;
50246;Hiesville;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*;N/A - secret statistique;*
50247;Hocquigny;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50251;Huberville;5;;N/A - secret statistique;;69;;343;;N/A - secret statistique;;N/A - secret statistique;
50252;Hudimesnil;8;;23;;86;;689;;139;;6;
50253;Huisnes-sur-Mer;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50256;Isigny-le-Buat;47;;12;;77;;3633;;375;;32;
50258;Joganville;3;;15;;57;;170;;46;;3;
50259;Juilley;10;;11;;97;;971;;56;;5;
50260;Juvigny les Vallées;43;;15;;95;;4099;;392;;26;
50261;Lamberville;7;;11;;72;;507;;55;;5;
50262;La Lande-d'Airou;12;;6;;85;;1017;;63;;10;
50263;Lapenty;12;;22;;80;;962;;239;;11;
50265;Laulne;6;;4;;108;;647;;14;;4;
50266;Lengronne;8;;13;;107;;859;;100;;8;
50267;Lessay;6;;11;;108;;647;;80;;7;
50268;Lestre;5;;17;;72;;361;;83;;5;
50269;Liesville-sur-Douve;3;;17;;49;;148;;52;;3;
50270;Lieusaint;0;;0;;0;;0;;0;;0;
50271;Lingeard;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50272;Lingreville;4;;0;;64;;256;;0;;0;
50273;Montsenelle;16;;25;;95;;1526;;201;;8;
50274;Les Loges-Marchis;19;;14;;89;;1692;;196;;14;
50275;Les Loges-sur-Brécey;6;;12;;103;;615;;46;;4;
50276;Lolif;13;;6;;66;;859;;50;;8;
50277;Longueville;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50278;Le Loreur;N/A - secret statistique;;19;;N/A - secret statistique;;N/A - secret statistique;;57;;3;
50279;Le Lorey;7;;14;;89;;626;;152;;11;
50281;La Lucerne-d'Outremer;4;;13;;65;;261;;126;;10;
50282;Le Luot;5;;14;;102;;511;;82;;6;
50283;La Luzerne;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
50285;Magneville;3;;4;;97;;290;;12;;3;
50288;Marcey-les-Grèves;N/A - secret statistique;;9;;N/A - secret statistique;;N/A - secret statistique;;36;;4;
50289;Marchésieux;14;;11;;94;;1316;;63;;6;
50290;Marcilly;3;;6;;55;;165;;18;;3;
50291;Margueray;3;;N/A - secret statistique;;84;;251;;N/A - secret statistique;;N/A - secret statistique;
50292;Marigny-Le-Lozon;8;;18;;79;;632;;90;;5;
50294;Martinvast;N/A - secret statistique;;9;;N/A - secret statistique;;N/A - secret statistique;;44;;5;
50295;Maupertuis;4;;11;;103;;413;;33;;3;
